6,384,1018,2.65104
7,328,896,2.73171
8,359,910,2.53482
9,381,896,2.35171
10,278,805,2.89568
11,301,805,2.67442
12,265,732,2.76226
13,288,734,2.54861
14,294,680,2.31293
15,276,676,2.44928
16,318,676,2.12579
17,286,630,2.2028
18,311,633,2.03537
19,346,635,1.83526
20,297,589,1.98317
21,308,585,1.89935
22,264,590,2.23485
23,332,588,1.77108
24,311,590,1.89711
25,301,576,1.91362
26,297,650,2.18855
27,392,580,1.47959
28,324,580,1.79012
29,409,581,1.42054
30,370,564,1.52432
31,370,585,1.58108
32,354,577,1.62994
33,388,562,1.44845
34,344,562,1.63372
35,376,565,1.50266
36,418,560,1.33971
37,417,580,1.39089
38,404,565,1.39851
39,411,566,1.37713
40,457,566,1.23851
41,426,560,1.31455
42,467,561,1.20128
43,478,565,1.18201
44,462,567,1.22727
45,483,561,1.16149
46,518,571,1.10232
47,479,564,1.17745
48,470,562,1.19574
49,607,560,0.92257
50,509,559,1.09823
1,2345,1811,0.772281
2,774,1361,1.7584
3,542,1228,2.26568
4,444,1169,2.63288
5,441,1011,2.29252
6,383,1015,2.65013
7,385,901,2.34026
8,385,894,2.32208
9,326,892,2.7362
10,277,811,2.9278
11,337,806,2.39169
12,280,732,2.61429
13,285,737,2.58596
14,286,679,2.37413
15,271,673,2.48339
16,323,678,2.09907
17,285,629,2.20702
18,318,632,1.98742
19,278,631,2.26978
20,283,594,2.09894
21,283,584,2.0636
22,283,584,2.0636
23,281,590,2.09964
24,291,588,2.02062
25,296,574,1.93919
26,327,577,1.76453
27,471,599,1.27176
28,617,638,1.03404
29,333,573,1.72072
30,345,568,1.64638
31,395,568,1.43797
32,354,583,1.64689
33,392,581,1.48214
34,385,578,1.5013
35,428,565,1.32009
36,421,568,1.34917
37,434,569,1.31106
38,422,571,1.35308
39,418,563,1.34689
40,427,566,1.32553
41,454,564,1.24229
42,426,565,1.32629
43,477,566,1.18658
44,494,571,1.15587
45,469,566,1.20682
46,506,568,1.12253
47,499,563,1.12826
48,483,569,1.17805
49,527,563,1.06831
50,620,629,1.01452
1,1561,1655,1.06022
2,781,1362,1.74392
3,487,1173,2.40862
4,403,1165,2.89082
5,327,1114,3.40673
6,383,1016,2.65274
7,332,892,2.68675
8,335,900,2.68657
9,268,849,3.16791
10,293,796,2.71672
11,297,804,2.70707
12,263,731,2.77947
13,277,735,2.65343
14,262,676,2.58015
15,264,677,2.56439
16,273,680,2.49084
17,261,631,2.41762
18,279,633,2.26882
19,307,630,2.05212
20,277,588,2.12274
21,278,586,2.10791
22,265,590,2.22642
23,308,584,1.8961
24,297,584,1.96633
25,301,579,1.92359
26,304,577,1.89803
27,450,586,1.30222
28,400,580,1.45
29,390,585,1.5
30,366,568,1.55191
31,367,604,1.64578
32,589,585,0.993209
33,398,568,1.42714
34,419,567,1.35322
35,383,568,1.48303
36,389,570,1.4653
37,555,580,1.04505
38,543,586,1.07919
39,432,570,1.31944
40,471,570,1.21019
41,459,566,1.23312
42,466,584,1.25322
43,487,565,1.16016
44,471,566,1.2017
45,461,565,1.2256
46,465,574,1.23441
47,521,579,1.11132
48,682,616,0.903226
49,478,580,1.21339
50,515,562,1.09126
1,402,316,0.78607
2,153,276,1.80392
3,236,266,1.12712
4,294,265,0.901361
5,205,221,1.07805
6,241,196,0.813278
7,157,192,1.22293
8,161,172,1.06832
9,169,171,1.01183
10,178,171,0.960674
11,176,170,0.965909
12,192,153,0.796875
13,222,154,0.693694
14,199,153,0.768844
15,223,140,0.627803
16,228,140,0.614035
17,260,140,0.538462
18,273,129,0.472527
19,269,128,0.475836
20,248,130,0.524194
21,322,120,0.372671
22,260,121,0.465385
23,288,121,0.420139
24,298,120,0.402685
25,261,112,0.429119
26,307,112,0.364821
27,287,113,0.393728
28,323,113,0.349845
29,408,183,0.448529
30,327,112,0.342508
31,342,112,0.327485
32,318,112,0.352201
33,327,112,0.342508
34,353,112,0.31728
35,371,113,0.304582
36,360,112,0.311111
37,365,113,0.309589
38,512,122,0.238281
39,2489,113,0.0453998
40,425,112,0.263529
41,406,112,0.275862
42,416,113,0.271635
43,433,111,0.256351
44,440,112,0.254545
45,449,112,0.249443
46,464,113,0.243534
47,463,112,0.241901
48,479,113,0.235908
49,478,113,0.236402
50,497,113,0.227364
1,2112,1667,0.789299
2,856,1360,1.58879
3,548,1164,2.12409
4,655,1167,1.78168
5,407,1023,2.51351
6,281,1013,3.60498
7,250,892,3.568
8,345,894,2.5913
9,287,909,3.16725
10,301,815,2.70764
11,296,799,2.69932
12,279,733,2.62724
13,273,731,2.67766
14,356,680,1.91011
15,293,674,2.30034
16,282,677,2.40071
17,301,701,2.3289
18,367,639,1.74114
19,252,631,2.50397
20,286,586,2.04895
21,272,588,2.16176
22,265,588,2.21887
23,302,592,1.96026
24,322,588,1.82609
25,341,573,1.68035
26,468,685,1.46368
27,354,570,1.61017
28,347,570,1.64265
29,381,565,1.48294
30,324,566,1.74691
31,358,561,1.56704
32,371,567,1.5283
33,394,563,1.42893
34,376,562,1.49468
35,381,578,1.51706
36,393,558,1.41985
37,423,563,1.33097
38,417,562,1.34772
39,420,558,1.32857
40,427,565,1.32318
41,570,562,0.985965
42,424,560,1.32075
43,454,563,1.24009
44,476,562,1.18067
45,470,570,1.21277
46,527,576,1.09298
47,476,562,1.18067
48,501,561,1.11976
49,517,557,1.07737
50,533,566,1.06191
1,336,263,0.782738
2,215,297,1.3814
3,166,225,1.35542
4,201,224,1.11443
5,152,224,1.47368
6,310,214,0.690323
7,160,194,1.2125
8,164,172,1.04878
9,172,172,1
10,187,170,0.909091
11,192,173,0.901042
12,192,154,0.802083
13,225,153,0.68
14,246,154,0.626016
15,245,141,0.57551
16,234,148,0.632479
17,243,136,0.559671
18,246,129,0.52439
19,245,130,0.530612
20,231,130,0.562771
21,268,121,0.451493
22,255,121,0.47451
23,267,121,0.453184
24,287,121,0.421603
25,281,112,0.398576
26,277,111,0.400722
27,286,112,0.391608
28,313,112,0.357827
29,299,113,0.377926
30,308,113,0.366883
31,377,112,0.297082
32,458,113,0.246725
33,417,113,0.270983
34,427,113,0.264637
35,423,112,0.264775
36,457,111,0.242888
37,433,112,0.25866
38,505,116,0.229703
39,472,113,0.239407
40,425,112,0.263529
41,429,112,0.261072
42,429,112,0.261072
43,445,112,0.251685
44,461,112,0.24295
45,473,112,0.236786
46,475,112,0.235789
47,481,113,0.234927
48,523,112,0.214149
49,482,112,0.232365
50,549,112,0.204007
1,1412,1304,0.923513
2,632,1191,1.88449
3,423,912,2.15603
4,508,912,1.79528
5,344,850,2.47093
6,314,794,2.52866
7,320,793,2.47813
8,238,699,2.93697
9,308,700,2.27273
10,227,629,2.77093
11,257,625,2.43191
12,243,625,2.57202
13,247,573,2.31984
14,250,595,2.38
15,245,530,2.16327
16,250,528,2.112
17,291,530,1.82131
18,265,492,1.8566
19,268,495,1.84701
20,267,492,1.8427
21,275,496,1.80364
22,276,460,1.66667
23,313,461,1.47284
24,314,461,1.46815
25,288,458,1.59028
26,296,462,1.56081
27,341,457,1.34018
28,346,455,1.31503
29,453,450,0.993378
30,424,458,1.08019
31,383,451,1.17755
32,402,454,1.12935
33,397,450,1.1335
34,475,451,0.949474
35,483,454,0.939959
36,421,443,1.05226
37,413,446,1.0799
38,424,459,1.08255
39,433,443,1.02309
40,443,441,0.995485
41,506,443,0.875494
42,484,443,0.915289
43,468,442,0.944444
44,482,442,0.917012
45,494,445,0.90081
46,461,446,0.967462
47,491,442,0.900204
48,485,441,0.909278
49,504,441,0.875
50,499,441,0.883768
1,1229,1199,0.97559
2,646,1199,1.85604
3,427,1135,2.65808
4,374,1121,2.99733
5,451,1078,2.39024
6,463,1040,2.24622
7,297,1042,3.50842
8,343,1039,3.02915
9,323,1013,3.13622
10,306,1013,3.31046
11,332,1008,3.03614
12,341,1020,2.9912
13,298,1003,3.36577
14,324,990,3.05556
15,330,995,3.01515
16,365,1008,2.76164
17,457,1033,2.26039
18,383,993,2.59269
19,397,990,2.4937
20,335,999,2.98209
21,317,1013,3.19558
22,408,1015,2.48775
23,365,995,2.72603
24,404,990,2.4505
25,367,993,2.70572
26,387,994,2.56848
27,364,1008,2.76923
28,429,990,2.30769
29,407,993,2.4398
30,392,995,2.53827
31,467,1047,2.24197
32,495,1034,2.08889
33,445,1037,2.33034
34,592,1040,1.75676
35,505,1038,2.05545
36,453,1039,2.2936
37,434,1038,2.39171
38,550,1039,1.88909
39,654,1039,1.58869
40,556,1039,1.86871
41,541,1040,1.92237
42,517,1040,2.01161
43,705,1038,1.47234
44,604,1039,1.7202
45,592,1039,1.75507
46,612,1038,1.69608
47,542,1037,1.91328
48,571,1013,1.77408
49,665,1020,1.53383
50,876,1067,1.21804
1,114,6,0.0526316
2,64,5,0.078125
3,135,6,0.0444444
4,91,4,0.043956
5,58,4,0.0689655
6,117,5,0.042735
7,88,4,0.0454545
8,100,4,0.04
9,122,4,0.0327869
10,130,4,0.0307692
11,167,3,0.0179641
12,182,3,0.0164835
13,147,3,0.0204082
14,200,4,0.02
15,149,4,0.0268456
16,168,3,0.0178571
17,179,4,0.0223464
18,181,4,0.0220994
19,184,4,0.0217391
20,204,4,0.0196078
21,229,4,0.0174672
22,256,4,0.015625
23,234,4,0.017094
24,243,3,0.0123457
25,239,3,0.0125523
26,272,3,0.0110294
27,274,4,0.0145985
28,275,3,0.0109091
29,293,3,0.0102389
30,359,3,0.00835655
31,296,3,0.0101351
32,307,4,0.0130293
33,314,4,0.0127389
34,326,4,0.0122699
35,337,3,0.00890208
36,354,4,0.0112994
37,368,3,0.00815217
38,401,4,0.00997506
39,381,4,0.0104987
40,397,3,0.00755668
41,397,4,0.0100756
42,554,3,0.00541516
43,421,4,0.00950119
44,422,4,0.00947867
45,488,4,0.00819672
46,503,4,0.00795229
47,471,3,0.00636943
48,491,3,0.00610998
49,506,4,0.00790514
50,530,4,0.00754717
1,129,7,0.0542636
2,125,6,0.048
3,106,6,0.0566038
4,144,5,0.0347222
5,147,5,0.0340136
6,127,5,0.0393701
7,126,4,0.031746
8,151,4,0.0264901
9,141,5,0.035461
10,158,4,0.0253165
11,156,3,0.0192308
12,180,4,0.0222222
13,185,3,0.0162162
14,192,3,0.015625
15,215,4,0.0186047
16,200,4,0.02
17,206,3,0.0145631
18,240,3,0.0125
19,246,3,0.0121951
20,235,3,0.012766
21,250,3,0.012
22,277,3,0.0108303
23,278,3,0.0107914
24,246,2,0.00813008
25,273,3,0.010989
26,381,3,0.00787402
27,264,3,0.0113636
28,273,3,0.010989
29,295,2,0.00677966
30,301,2,0.00664452
31,300,2,0.00666667
32,315,2,0.00634921
33,434,2,0.00460829
34,477,3,0.00628931
35,401,2,0.00498753
36,401,2,0.00498753
37,407,3,0.00737101
38,396,3,0.00757576
39,454,2,0.00440529
40,474,2,0.00421941
41,735,2,0.00272109
42,464,3,0.00646552
43,457,3,0.00656455
44,436,2,0.00458716
45,452,3,0.00663717
46,472,2,0.00423729
47,565,2,0.00353982
48,471,3,0.00636943
49,477,2,0.00419287
50,514,2,0.00389105
1,153,4,0.0261438
2,156,4,0.025641
3,216,3,0.0138889
4,92,3,0.0326087
5,93,3,0.0322581
6,138,3,0.0217391
7,133,2,0.0150376
8,164,2,0.0121951
9,150,2,0.0133333
10,145,2,0.0137931
11,161,2,0.0124224
12,170,2,0.0117647
13,217,2,0.00921659
14,176,1,0.00568182
15,228,2,0.00877193
16,215,2,0.00930233
17,215,2,0.00930233
18,223,1,0.00448431
19,221,2,0.00904977
20,231,1,0.004329
21,247,1,0.00404858
22,274,2,0.00729927
23,239,2,0.0083682
24,263,2,0.00760456
25,300,1,0.00333333
26,270,2,0.00740741
27,296,2,0.00675676
28,288,1,0.00347222
29,294,1,0.00340136
30,419,1,0.00238663
31,315,1,0.0031746
32,314,1,0.00318471
33,481,1,0.002079
34,351,2,0.00569801
35,408,2,0.00490196
36,374,1,0.0026738
37,363,1,0.00275482
38,382,1,0.0026178
39,471,1,0.00212314
40,424,2,0.00471698
41,459,1,0.00217865
42,416,2,0.00480769
43,497,2,0.00402414
44,476,1,0.00210084
45,492,1,0.00203252
46,487,2,0.00410678
47,528,1,0.00189394
48,532,1,0.0018797
49,548,1,0.00182482
50,512,1,0.00195312
1,421,264,0.627078
1,275,218,0.792727
1,1046,449,0.429254
1,369,263,0.712737
1,275,230,0.836364
1,441,324,0.734694
1,446,318,0.713004
1,394,317,0.804569
1,467,318,0.680942
